file	theorem	facts
GeoTopBase0_geotop_bK_elt_simplex.p	GeoTopBase0.geotop_bK_elt_simplex	64
GeoTopBase0_geotop_bK_elt_compact.p	GeoTopBase0.geotop_bK_elt_compact	64
GeoTopBase0_geotop_bK_elt_bounded.p	GeoTopBase0.geotop_bK_elt_bounded	64
GeoTopBase0_geotop_AI_bary_unique.p	GeoTopBase0.geotop_AI_bary_unique	64
GeoTopBase_geotop_linear_on_eq_on.p	GeoTopBase.geotop_linear_on_eq_on	64
GeoTop_geotop_is_face_imp_face_of.p	GeoTop.geotop_is_face_imp_face_of	64
GeoTop_Prefix_theta_graph_closed.p	GeoTop_Prefix.theta_graph_closed	64
GeoTop_Prefix_pathfinish_compose.p	GeoTop_Prefix.pathfinish_compose	64
GeoTop_Prefix_path_image_compose.p	GeoTop_Prefix.path_image_compose	64
GeoTop_Prefix_homeomorphism_R2_C.p	GeoTop_Prefix.homeomorphism_R2_C	64
GeoTop_Prefix_continuous_on_cp_C.p	GeoTop_Prefix.continuous_on_cp_C	64
GeoTop_Prefix_broken_line_closed.p	GeoTop_Prefix.broken_line_closed	64
GeoTop_Prefix_R2_to_S2_image_Int.p	GeoTop_Prefix.R2_to_S2_image_Int	64
GeoTop_Prefix_R2_to_C_pathfinish.p	GeoTop_Prefix.R2_to_C_pathfinish	64
GeoTop_Prefix_R2_to_C_path_image.p	GeoTop_Prefix.R2_to_C_path_image	64
GeoTop_Prefix_R2_to_C_image_open.p	GeoTop_Prefix.R2_to_C_image_open	64
GeoTop_Prefix_Jordan_curve_real2.p	GeoTop_Prefix.Jordan_curve_real2	64
GeoTop_Prefix_C_to_R2_image_open.p	GeoTop_Prefix.C_to_R2_image_open	64
GeoTopBase0_geotop_flags_hd_in_K.p	GeoTopBase0.geotop_flags_hd_in_K	64
GeoTopBase0_geotop_cell_nonempty.p	GeoTopBase0.geotop_cell_nonempty	64
GeoTopBase_geotop_perp2_dot_zero.p	GeoTopBase.geotop_perp2_dot_zero	64
GeoTopBase_geotop_isomorphic_sym.p	GeoTopBase.geotop_isomorphic_sym	64
GeoTop_Prefix_pathstart_compose.p	GeoTop_Prefix.pathstart_compose	64
GeoTop_Prefix_arc_join_image_eq.p	GeoTop_Prefix.arc_join_image_eq	64
GeoTop_Prefix_R2_to_C_pathstart.p	GeoTop_Prefix.R2_to_C_pathstart	64
GeoTopBase0_geotop_flags_finite.p	GeoTopBase0.geotop_flags_finite	64
GeoTopBase0_geotop_cell_compact.p	GeoTopBase0.geotop_cell_compact	64
GeoTopBase0_geotop_K_carrier_in.p	GeoTopBase0.geotop_K_carrier_in	64
GeoTopBase0_geotop_K_carrier_eq.p	GeoTopBase0.geotop_K_carrier_eq	64
GeoTopBase_geotop_perp2_ne_zero.p	GeoTopBase.geotop_perp2_ne_zero	64
GeoTop_geotop_cone_face_of_edge.p	GeoTop.geotop_cone_face_of_edge	64
GeoTop_Prefix_simple_path_cp_C.p	GeoTop_Prefix.simple_path_cp_C	64
GeoTopBase0_geotop_flags_empty.p	GeoTopBase0.geotop_flags_empty	64
GeoTopBase0_geotop_cell_convex.p	GeoTopBase0.geotop_cell_convex	64
GeoTopBase0_geotop_cell_closed.p	GeoTopBase0.geotop_cell_closed	64
GeoTop_fan_triangulation_cover.p	GeoTop.fan_triangulation_cover	64
GeoTop_Prefix_polygon_islimpt.p	GeoTop_Prefix.polygon_islimpt	64
GeoTop_Prefix_polygon_bounded.p	GeoTop_Prefix.polygon_bounded	64
GeoTop_Prefix_path_image_cp_C.p	GeoTop_Prefix.path_image_cp_C	64
GeoTop_Prefix_R2_to_pair_surj.p	GeoTop_Prefix.R2_to_pair_surj	64
GeoTop_Prefix_R2_to_C_C_to_R2.p	GeoTop_Prefix.R2_to_C_C_to_R2	64
GeoTop_Prefix_C_to_R2_R2_to_C.p	GeoTop_Prefix.C_to_R2_R2_to_C	64
GeoTopBase_geotop_PL_map_lift.p	GeoTopBase.geotop_PL_map_lift	64
GeoTop_Prefix_Theorem_GT_2_6_1.p	GeoTop_Prefix.Theorem_GT_2_6_1	64
GeoTop_Prefix_Theorem_GT_2_6_2.p	GeoTop_Prefix.Theorem_GT_2_6_2	64
GeoTop_Prefix_Theorem_GT_2_5.p	GeoTop_Prefix.Theorem_GT_2_5	64
GeoTop_Prefix_Theorem_GT_2_4.p	GeoTop_Prefix.Theorem_GT_2_4	64
GeoTop_Prefix_Theorem_GT_2_3.p	GeoTop_Prefix.Theorem_GT_2_3	64
GeoTop_Prefix_Theorem_GT_2_1.p	GeoTop_Prefix.Theorem_GT_2_1	64
GeoTop_Prefix_R2_to_pair_inj.p	GeoTop_Prefix.R2_to_pair_inj	64
GeoTop_Prefix_R2_to_pair_bij.p	GeoTop_Prefix.R2_to_pair_bij	64
GeoTop_Prefix_R2_to_C_scaleR.p	GeoTop_Prefix.R2_to_C_scaleR	64
GeoTop_Prefix_C_to_R2_scaleR.p	GeoTop_Prefix.C_to_R2_scaleR	64
GeoTop_polygon_interior_open.p	GeoTop.polygon_interior_open	64
GeoTop_polygon_exterior_open.p	GeoTop.polygon_exterior_open	64
GeoTop_gt28_separated_helper.p	GeoTop.gt28_separated_helper	64
GeoTop_Prefix_Lemma_GT_2_1b.p	GeoTop_Prefix.Lemma_GT_2_1b	64
GeoTop_Prefix_Lemma_GT_2_1a.p	GeoTop_Prefix.Lemma_GT_2_1a	64
GeoTop_gt28_closures_helper.p	GeoTop.gt28_closures_helper	64
GeoTop_Prefix_norm_vec2_sq.p	GeoTop_Prefix.norm_vec2_sq	64
GeoTop_Prefix_R2_to_C_surj.p	GeoTop_Prefix.R2_to_C_surj	64
GeoTop_Prefix_R2_to_C_path.p	GeoTop_Prefix.R2_to_C_path	62
GeoTop_Prefix_R2_to_C_norm.p	GeoTop_Prefix.R2_to_C_norm	64
GeoTop_Prefix_C_to_R2_surj.p	GeoTop_Prefix.C_to_R2_surj	64
GeoTop_Prefix_C_to_R2_norm.p	GeoTop_Prefix.C_to_R2_norm	64
GeoTopBase_geotop_PLH_lift.p	GeoTopBase.geotop_PLH_lift	64
GeoTopBase_Theorem_GT_1_17.p	GeoTopBase.Theorem_GT_1_17	64
GeoTopBase_Theorem_GT_1_16.p	GeoTopBase.Theorem_GT_1_16	64
GeoTopBase_Theorem_GT_1_15.p	GeoTopBase.Theorem_GT_1_15	64
GeoTopBase_Theorem_GT_1_14.p	GeoTopBase.Theorem_GT_1_14	64
GeoTopBase_Theorem_GT_1_13.p	GeoTopBase.Theorem_GT_1_13	64
GeoTopBase_Theorem_GT_1_12_1.p	GeoTopBase.Theorem_GT_1_12_1	64
GeoTopBase_Theorem_GT_1_12_2.p	GeoTopBase.Theorem_GT_1_12_2	64
GeoTopBase_Theorem_GT_1_11.p	GeoTopBase.Theorem_GT_1_11	64
GeoTopBase_Theorem_GT_1_10.p	GeoTopBase.Theorem_GT_1_10	64
GeoTop_Prefix_cp_C_eq_iff.p	GeoTop_Prefix.cp_C_eq_iff	64
GeoTop_Prefix_R2_to_C_inv.p	GeoTop_Prefix.R2_to_C_inv	64
GeoTop_Prefix_R2_to_C_inj.p	GeoTop_Prefix.R2_to_C_inj	64
GeoTop_Prefix_R2_to_C_bij.p	GeoTop_Prefix.R2_to_C_bij	64
GeoTop_Prefix_R2_to_C_add.p	GeoTop_Prefix.R2_to_C_add	64
GeoTop_Prefix_C_to_R2_inv.p	GeoTop_Prefix.C_to_R2_inv	64
GeoTop_Prefix_C_to_R2_inj.p	GeoTop_Prefix.C_to_R2_inj	64
GeoTop_Prefix_C_to_R2_bij.p	GeoTop_Prefix.C_to_R2_bij	64
GeoTop_Prefix_C_to_R2_add.p	GeoTop_Prefix.C_to_R2_add	64
GeoTopBase_Theorem_GT_1_9.p	GeoTopBase.Theorem_GT_1_9	64
GeoTopBase_Theorem_GT_1_8.p	GeoTopBase.Theorem_GT_1_8	64
GeoTopBase_Theorem_GT_1_7.p	GeoTopBase.Theorem_GT_1_7	64
GeoTopBase_Theorem_GT_1_6.p	GeoTopBase.Theorem_GT_1_6	64
GeoTopBase_Theorem_GT_1_5.p	GeoTopBase.Theorem_GT_1_5	64
GeoTopBase_Theorem_GT_1_4.p	GeoTopBase.Theorem_GT_1_4	64
GeoTopBase_Theorem_GT_1_3.p	GeoTopBase.Theorem_GT_1_3	64
GeoTopBase_Theorem_GT_1_2.p	GeoTopBase.Theorem_GT_1_2	64
GeoTopBase_Theorem_GT_1_1.p	GeoTopBase.Theorem_GT_1_1	64
GeoTopBase0_Theorem_GT_1.p	GeoTopBase0.Theorem_GT_1	64
GeoTopBase_Theorem_GT_3.p	GeoTopBase.Theorem_GT_3	64
GeoTopBase_Theorem_GT_2.p	GeoTopBase.Theorem_GT_2	64
GeoTop_polygon_closed.p	GeoTop.polygon_closed	64
GeoTop_Theorem_GT_2_8_1.p	GeoTop.Theorem_GT_2_8_1	64
GeoTop_Theorem_GT_2_8_2.p	GeoTop.Theorem_GT_2_8_2	64
GeoTop_Theorem_GT_2_8_3.p	GeoTop.Theorem_GT_2_8_3	64
GeoTop_Theorem_GT_2_8_4.p	GeoTop.Theorem_GT_2_8_4	64
GeoTop_Theorem_GT_2_8_5.p	GeoTop.Theorem_GT_2_8_5	64
GeoTop_Theorem_GT_2_8_6.p	GeoTop.Theorem_GT_2_8_6	64
GeoTop_Theorem_GT_2_7_1.p	GeoTop.Theorem_GT_2_7_1	64
GeoTop_Theorem_GT_2_7_2.p	GeoTop.Theorem_GT_2_7_2	64
GeoTop_Theorem_GT_2_2.p	GeoTop.Theorem_GT_2_2	64
