file	theorem	facts
AlgTopCached_hom_preserves_inv.p	AlgTopCached.hom_preserves_inv	64
AlgTopCached_group_left_cancel.p	AlgTopCached.group_left_cancel	64
AlgTopCached_foldr_mul_rev_inv.p	AlgTopCached.foldr_mul_rev_inv	64
AlgTopCached_compact_singleton.p	AlgTopCached.compact_singleton	61
AlgTopCached_compact_Icc_Times.p	AlgTopCached.compact_Icc_Times	64
AlgTopCached_comp_path_reverse.p	AlgTopCached.comp_path_reverse	64
AlgTopCached_comp_path_product.p	AlgTopCached.comp_path_product	64
AlgTopCached_S1_point_to_angle.p	AlgTopCached.S1_point_to_angle	64
AlgTopCached_S1_path_connected.p	AlgTopCached.S1_path_connected	64
AlgTop0_path_power_product_add.p	AlgTop0.path_power_product_add	64
AlgTop0_path_homotopic_reverse.p	AlgTop0.path_homotopic_reverse	64
PolygonDisk_compact_R2_bridge.p	PolygonDisk.compact_R2_bridge	64
AlgTop_JCT_Base0_Theorem_59_1.p	AlgTop_JCT_Base0.Theorem_59_1	64
AlgTop_JCT_Base0_Theorem_58_7.p	AlgTop_JCT_Base0.Theorem_58_7	64
AlgTop_JCT_Base0_Theorem_58_3.p	AlgTop_JCT_Base0.Theorem_58_3	64
AlgTop_JCT_Base0_Theorem_57_1.p	AlgTop_JCT_Base0.Theorem_57_1	64
AlgTopGroups_tl_take_map_pair.p	AlgTopGroups.tl_take_map_pair	64
AlgTopGroups_map_pair_fst_rev.p	AlgTopGroups.map_pair_fst_rev	64
AlgTopGroups_hom_word_product.p	AlgTopGroups.hom_word_product	64
AlgTopGroups_fst_set_flip_rev.p	AlgTopGroups.fst_set_flip_rev	64
AlgTopChain_foldr_in_subgroup.p	AlgTopChain.foldr_in_subgroup	64
AlgTopChain_compact_R2_bridge.p	AlgTopChain.compact_R2_bridge	64
AlgTopChain_Z_quotient_nZ_iso.p	AlgTopChain.Z_quotient_nZ_iso	64
AlgTopCached2_S1_closed_in_B2.p	AlgTopCached2.S1_closed_in_B2	64
AlgTopCached_triangle_compact.p	AlgTopCached.triangle_compact	64
AlgTopCached_open_disk_convex.p	AlgTopCached.open_disk_convex	64
AlgTopCached_hom_preserves_id.p	AlgTopCached.hom_preserves_id	64
AlgTopCached_group_mul_closed.p	AlgTopCached.group_mul_closed	64
AlgTopCached_group_inv_closed.p	AlgTopCached.group_inv_closed	64
AlgTopCached_foldr_mul_closed.p	AlgTopCached.foldr_mul_closed	64
AlgTopCached_foldr_mul_append.p	AlgTopCached.foldr_mul_append	64
AlgTopCached_doubleton_eq_iff.p	AlgTopCached.doubleton_eq_iff	64
AlgTop0_cos_sin_eq_small_diff.p	AlgTop0.cos_sin_eq_small_diff	64
AlgTop0_arc_split_at_midpoint.p	AlgTop0.arc_split_at_midpoint	64
AlgTop0_S2_nonsep_path_exists.p	AlgTop0.S2_nonsep_path_exists	64
AlgIsoFixedBase_SCC_pi1_iso_Z.p	AlgIsoFixedBase.SCC_pi1_iso_Z	64
AlgIsoFixed_move_one_puncture.p	AlgIsoFixed.move_one_puncture	64
AlgIsoFixed_first_hit_sub_arc.p	AlgIsoFixed.first_hit_sub_arc	64
PolygonDisk_loop_split_first.p	PolygonDisk.loop_split_first	64
AlgTop_JCT_Base_Theorem_59_3.p	AlgTop_JCT_Base.Theorem_59_3	64
AlgTop_JCT_Base_S2_connected.p	AlgTop_JCT_Base.S2_connected	64
AlgTopGroups_tl_take_drop_eq.p	AlgTopGroups.tl_take_drop_eq	64
AlgTopCached_normal_coset_eq.p	AlgTopCached.normal_coset_eq	64
AlgTopCached_group_inv_right.p	AlgTopCached.group_inv_right	64
AlgTop0_helix_g_lift_is_loop.p	AlgTop0.helix_g_lift_is_loop	64
AlgTopSvK_topology_X_mem_TX.p	AlgTopSvK.topology_X_mem_TX	64
AlgTopSvK_svk_generation_sc.p	AlgTopSvK.svk_generation_sc	64
AlgTopCached_group_inv_left.p	AlgTopCached.group_inv_left	64
AlgTopCached_group_id_right.p	AlgTopCached.group_id_right	64
AlgTopCached_group_hom_comp.p	AlgTopCached.group_hom_comp	64
AlgTopCached_coset_self_mem.p	AlgTopCached.coset_self_mem	64
AlgTopCached_compact_finite.p	AlgTopCached.compact_finite	64
AlgTopCached_Theorem_35_1_R.p	AlgTopCached.Theorem_35_1_R	64
AlgTop0_top1_path_power_Suc.p	AlgTop0.top1_path_power_Suc	64
PolygonDisk_cross2_antisym.p	PolygonDisk.cross2_antisym	64
AlgTop_JCT_Base_S1_compact.p	AlgTop_JCT_Base.S1_compact	64
AlgTopGroups_group_pow_add.p	AlgTopGroups.group_pow_add	64
AlgTopChain_cross2_antisym.p	AlgTopChain.cross2_antisym	64
AlgTopCached4_Theorem_79_4.p	AlgTopCached4.Theorem_79_4	64
AlgTopCached4_Theorem_79_2.p	AlgTopCached4.Theorem_79_2	64
AlgTopCached_group_inv_mul.p	AlgTopCached.group_inv_mul	64
AlgTopCached_group_inv_inv.p	AlgTopCached.group_inv_inv	64
AlgTopCached_group_id_left.p	AlgTopCached.group_id_left	64
AlgTopCached_compact_Union.p	AlgTopCached.compact_Union	64
AlgTopCached_card_three_le.p	AlgTopCached.card_three_le	64
AlgTop0_path_power_reverse.p	AlgTop0.path_power_reverse	64
AlgTop0_helix_f_power_lift.p	AlgTop0.helix_f_power_lift	64
AlgTopHelpers_sqnorm_memI.p	AlgTopHelpers.sqnorm_memI	64
AlgTopChain_int_group_pow.p	AlgTopChain.int_group_pow	64
AlgTopChain_hom_group_pow.p	AlgTopChain.hom_group_pow	64
AlgTopChain_hom_foldr_mul.p	AlgTopChain.hom_foldr_mul	64
AlgTopCached_group_hom_id.p	AlgTopCached.group_hom_id	64
AlgTopCached_coset_e_is_N.p	AlgTopCached.coset_e_is_N	64
AlgTopCached_Theorem_69_2.p	AlgTopCached.Theorem_69_2	64
AlgTop0_top1_path_power_0.p	AlgTop0.top1_path_power_0	64
AlgTop0_arc_joining_lemma.p	AlgTop0.arc_joining_lemma	64
AlgTopGroups_map_tl_pair.p	AlgTopGroups.map_tl_pair	64
AlgTopChain_Theorem_69_4.p	AlgTopChain.Theorem_69_4	64
AlgTopCached2_B2_compact.p	AlgTopCached2.B2_compact	64
AlgTopCached_group_e_mem.p	AlgTopCached.group_e_mem	64
AlgTopCached_group_assoc.p	AlgTopCached.group_assoc	64
AlgTop0_arc_in_S2_closed.p	AlgTop0.arc_in_S2_closed	64
AlgIsoFixed_Theorem_65_2.p	AlgIsoFixed.Theorem_65_2	64
AlgIsoFixed_Theorem_58_7.p	AlgIsoFixed.Theorem_58_7	64
PolygonDisk_cross2_self.p	PolygonDisk.cross2_self	64
AlgTopChain_cross2_self.p	AlgTopChain.cross2_self	64
AlgTopCached_compact_Un.p	AlgTopCached.compact_Un	64
AlgTop0_path_power_mult.p	AlgTop0.path_power_mult	64
AlgIsoFixed_K4_from_SCC.p	AlgIsoFixed.K4_from_SCC	64
K5_nonplanar_K5_K4_sep.p	K5_nonplanar.K5_K4_sep	64
AlgTopCached_Borsuk_R2.p	AlgTopCached.Borsuk_R2	64
AlgTop0_cos_sin_eq_imp.p	AlgTop0.cos_sin_eq_imp	64
AlgIsoFixed_Lemma_65_1.p	AlgIsoFixed.Lemma_65_1	64
AlgTop0_arc_connected.p	AlgTop0.arc_connected	64
AlgTopSvK_exI4.p	AlgTopSvK.exI4	0
